Rating,Review_Date,Review
10.0,25 September 2021,"I love Steve Martin. I do, I do, I do.

But I have to say, Martin Short is the funniest person on the planet and I already love this TV show.

I don't even care about true crime podcasts. I think they're weird and that morbid fascination is not healthy. Also, I'm too old to know who Selena Gomez is. But I do like detective stories and this one is original and laugh out loud funny.

But this show is that good. Watch it."
6.0,9 October 2024,"When I first found ""Only Murders In The Building"", I thought it was clever, funny and kept me wondering what would happen next. Season Two picked up nicely where one had left off. The dialogue was great.

However, Season three found me feeling as though they were undoing what made this show unusual.

Now we are at Season 4 and it's like a piece of gum after you chewed it for an half an hour. It's tastelessly bland, uninteresting and more trouble than it's worth.

Sad, really. Martin and Short are great together and Gomez was tolerable. Adding all these cameos was a big mistake. They didn't need any more than the cast on hand in the 2 initial seasons."
5.0,11 November 2021,"I saw all the good reviews for this and decided to give it a go. I'm so disappointed cause I really expected this to be good. It was just ok. Felt kind of forced and a bit too silly for me.

I enjoyed Martin Short's character but I didn't think Steve Martin was that funny in this which was a shame. Kind of felt like a male version of Grace & Frankie... with Selena thrown in to widen the viewer age range.

I like Selena but for whatever reason she put on this dull, monotone voice throughout the whole thing which began to really grate on me a couple of episodes in.

I'm hearing impaired and the deaf episode just felt too much. All the hollow, muffled sound in that episode was just really annoying for me and left me turning my hearing aids down. I understand that they are trying to be inclusive but just felt weird.

Not the worst thing you'll ever see but definitely not an 8/10."
8.0,20 September 2021,"This show is a joy to watch. It's witty and light-hearted, which is exactly what we need right now. Very reminiscent of Clue."
10.0,23 December 2021,
9.0,10 November 2021,"Some barely plausible characters end up starting a podcast on a murder that happens in the tower block they live in.

I loved the characters and I thought the casting was excellent - I had never heard of Selena Gomez but I loved her in this.

It is very light going with a scattering of jokes and mild drama.

There is the odd speciality episode like the one without any spoken dialogue.

Other reviewers have stated that, although alright, this is not as great as people make out.

Technically they are absolutely right - it isn't ground shattering stuff.

But as a fan of the likes of ""Monk"", ""Jonathan Creek"", ""Rizzoli & Isles"" it feels like there has not been anything new in the same vein for quite a while.

This is good, honest, light, sleuthy fun and the smile on my face as I watched every episode justifies my 9 star rating alone.

*EDIT SEASON 2* Season 2 starts of very shaky with some clumsy attempts at humour that don't land and Amy Schumer stomping through the middle of the plot like a bull at a tea party.

But by episode 3 it is all back on track Well done!"
10.0,31 August 2021,"This show is so refreshing, the casting is so good. It has the right mix of comedy and mystery. Selena, Steve Martin, and Martin Short are the trio we never knew we needed to see on screen. 100% recommend this to everyone."
10.0,31 August 2021,"Seeing the dynamic between the trio is really fun to watch! Selena performing along side comedic legends must have been intimidating but she holding her own and performing spectacularly. She's a great actress and on her way to potentially join the legends in the future. Look forward to seeing the rest of the series and more from Selena Gomez in the future! The soundtrack is beautifully scored. Well done Siddhartha Khosla!

Definitely one of the best released shows by HULU and in my opinion one of the best this year!

A MUST WATCH!"
10.0,31 August 2021,"Watched the show tonight, its funny, witty and the mistery is actually very enjoyable and gets your attention sincs the beginning.

The acting trio is really charismatic and has good chemistry. I thought it was going to be a Steve Martin/Martin Short thing but i was very surprisded with Selena Gomez. Her oerformance was great and you really get drawn to her performance and scenes. Maybe this will open opportunities for hwr in the acting industry, she deff has some chops!"
7.0,31 August 2021,"A well made gentle series, Steve Martin does all the heavy lifting acting wise, Selena Gomez provides a bit of 'young' input and Martin Short some moments of silliness.

The plot is a bit jumbled, but that is intentional to create a bit of mystery, it also has a slightly cartoon feel in the costuming and art direction.

It's not gripping or tense more curious and fun, some of the critiques and scores here are over the top, it's good but not that good. Also the short episodes are annoying, 35 minutes minus the intro and titles is too quick, best to let 2 or 3 episodes build up and then watch the 2 or 3 at one time."
8.0,22 August 2023,"I previously rated the show an 8, but i have had to lower the rating after season 3. I loved season 1 and 2, but I'm just not enjoying season 3 as much. The main characters seem to have different personalities.

The show in season 1 and 2 was warm, engaging and funny, but a lot of that is lost in season 3 somehow.

I personally don't really like the musical theme of season 3, but others appear to love it.

The reveals are obvious and easily guessed at the beginning, and aren't very interesting/twists.

The writing seems way less serious, as though they know it's a stupid premise so haven't put as much effort into the writing.

Overall I am disappointed with season 3, the ending certainly wasn't worth dragging out 10 episodes for. Would love to see the show carry on, more similarly to season 1."
6.0,26 October 2021,"What can i say? Really well filmed, great cinematography, steve martin and martin short are a great duo that works perfectly and selena gomez is good on handling her role with these two legends. The show is funny and has a very good pace, with sting, nathan lane, jane lynch and tina fey showing up.

The episode with nathan lane's son is a brave effort on his own and i did enjoy this resolution. Due to being really good it will certain gather a bunch of emmy nomminations. If you are not watching this yet, you should. The binge will be quick because this is extremely charming and entertaning."
3.0,5 September 2021,
10.0,15 September 2023,"The first season of this series was ok - especially Steve Martin's character and comic work. The later stuff has started to meander and is not very entertaining at all.

Why is it that series producers feel compelled to milk every last drop out of an idea, rather than leave on a high and sail away gracefully.

I suppose the real problem is that the streaming services are calling out for more and more product. To heck with the quality. That is very unfortunate for viewers and in my mind it is embarrassing for experienced entertainers like Steve Martin.

Overall, not really watchable any more. Sadly."
9.0,8 November 2021,"And boy are you with ""Only Murders in the Building""! This clever miniseries is a parody of/homage to true crime podcasts, with Martin's and Short's characters (along with a young woman played by Selena Gomez) investigating a murder in their New York apartment building. Plenty of surprises are in store, and there's great chemistry among the cast members (including some guest stars).

You're sure to love every part of it."
10.0,23 October 2021,"This is so cleverly written! The acting is also great, though Gomez is the weak link in the chain.

The story is very well written, the dialogue is believable. The cast is great despite Gomez' weak pedigree. But everything else was absolutely worth seeing again and again. Very, very funny and smart. The mystery is very compelling and engaging. I love it.

Highly recommend."
10.0,29 September 2021,"They have some good, episodic cliffhangers, but for me, the charm of the show revolves around Steve Martin's and Martin Short's catalog of works - their expressions alone make me want to laugh. Selena Gomez is an excellent balance for the two comedians. The additions of Sting, Nathan Lane, Tina Fay and more, put it over-the-top for me."
9.0,17 August 2022,"I do like her, butttt holy cow, her acting has gotten worse over the years. Her monotone delivery is ear stabbing. Cara and Amy are horrendous as well."
10.0,5 November 2021,"But with a nice addition of Selena Gomez, who I didn't know could act, although she mostly plays third fiddle to show's greater talents of Martin Short and Steve Martin.

I hate the term binge-watching but that's exactly what I did with Only murders in the building - it hooked me from the start, not just because this show reunites two thirds of one of my favorite childhood cinematic teams (Chase-Martin-Short trio from 1986's Three amigos) but also because the premise sounded promising and once I started watching I couldn't really let go.

As all of the murder mysteries go, this one follows the same beaten formula of twists and turns, suspects and innocents with an unlikely trio to lead the investigation the police seemed to have dropped from the get-go. So many questions and most of them get answered my the season finale (can't wait for the second season by the way) and overall atmosphere of the show, although a bit pretentious and too predictive at times, captures and opens up the characters to the core so much that we instantly fall in love with them and route for.

The gem above all is Steve Martin's Charles with his once big now small and broken little man who just wants some peace and quiet but rushes headlong into life as soon as another person loses it and finds friends he seemed to have long forgotten how to make. Martin Short's Oliver is his usual charming self with his own interesting story yet to unravel and Selena Gomez' Mabel is an extraordinary insertion to the team of 70 year-olds which gives it that life and vigorousness they all (including the tenants in the building) needed.

Above all, besides the outstanding performances by the cast, fantastic soundtrack and one-of-a-kind episode 7 are among this show's greatest moments and I hope it would get only better and bigger in the upcoming season.

UPDATE: Season 2 certainly did not disappoint as it added more mysteries, more colorful characters and more depth to the already established ones and the ending - bring it on, season 3!"
7.0,31 August 2021,Really fun. The best trio ever. Mabel mora is my fav character ever . Highly recommended.
8.0,24 September 2024,"I have watched this perfectly casted bunch of actors religiously for 3 seasons. Season 4, not so much. The path it's taken, just doesn't do anything for the draw to keep watching. The storyline has always been exactly what it took to be excited to watch the next episode. While I understand wanting to mix it up a bit to keep it interesting, I just don't get this idea of bringing in other named actors for the twist and turn of a different storyline. Everyone in the watching audience I'm sure has their own take on this changed season, but for me keep the original group of fine actors and just change up the situation. Cheers to those 1st 3 seasons!"
7.0,4 September 2021,
4.0,10 September 2021,"I know we are only four episodes in to this series, but I am really enjoying it so far. It is dark, funny, topical and has a little bit of mystery. I am not a huge New York-o-phile, but I appreciate the appeal and the willingness of this series to poke fun at itself. This reminds me of how much I enjoy and have always enjoyed Steve Martin.

I am seatbelted in and can't wait to see where this story takes us.

The series is about a murder in an expensive piece of residential real estate in New York called The Arconia...or at least our three strangers turned podcasters think it's a murder, the police think it is a straightforward suicide. The three strangers, played by Steve Martin, Martin Short and Selena Gomez, all live in the building and are brought together during a fire alarm because of their love of a true crime podcast (the podcast is done by a character played by Tina Fey), everything is not ok in Oklahoma. When the three of them discover there has been a death in the building, they decide to come together to solve it...and naturally do a podcast about it.

Amazing cameos and wonderful melancholy storylines...everyone seems to be hiding something, which is a great set up for a who-done-it."
8.0,31 October 2021,"This is the strangest collection of reviews I have ever seen. It seems that most of the reviews are from people who love Selena Gomez and are answering back to a lot of the reviews where people obviously hate Selena Gomez. All of these ""9"" and ""10"" ratings don't seem genuine for such a take it or leave it show. It doesn't have the ""oh, I gotta binge because I can't wait to see what happens next"" feeling. It is more like ""It is just ok"" or ""meh"". To give it such high ratings means it compares with the greatest things you've ever seen. Did those people just come out of hibernation? There is something off here."
10.0,21 April 2023,"Why is Selena Gomez in a show with a talented cast?? She just doesn't fit. She doesn't know how to act, her character is is so stiff with NO personality or emotion, and I can't stand the way she talks, she talks like her mouth has been wired shut! Also, you can hardly hear her! I feel sorry for Steve Martin & Martin Short, two great actors to have to work with someone that seems to put no effort into her character/acting. I'm, guessing she was cast in this show only because she has a huge fan base and most followed female singer on IG?? Why not give the role to someone more talented? A real comedic actress? This show could be so much better without Gomez."
8.0,31 August 2021,"One thing I love about this series is the characters. When the trio are always together, they create chemistry. I have to commend Selena's brilliant performance here. I thought that choosing Selena Gomez as a co-lead actress with the comedy legends, will not work very well. However, I underestimated this woman and turns out she's doing what I want her to do. Never expected to love this show at first, but I'm saying it right now - watching this show is a must. It is definitely one of the best shows released by HULU and one of the best TV shows of this year!"
9.0,2 September 2021,"I'm a long time fan of Steve Martin and Martin Short so I had to check out this series. Their past collaborations are electric. Im not aware of Selena Gomez's work but I know WHO she is.

After reading other reviews, it's fairly obvious there are many Selena fans who wanted to voice their overwhelming approval of her performance to pad the rating. Those ""reviews"" stand out because they are not really reviews, just kudos because they are ardent fans. Tell us WHY you liked it!!!! I'm sure many who stated such and also stating their admiration for the other leads' past work was a token. I can't imagine the fandom realistically includes legendary septuagenarian comedic movie and stage actors and a Disney popstar. If I had a dollar for everytime I read the word ""amazing"", I could produce the show.

I digress - this show, after 3 episodes is fabulous!! I hate most TV shows created in recent years. Comedies are formulaic, recycled crap. Drama is redundant and stale. I give some with an interesting premise a chance - 99.9% fail. The ONLY network shows I like now are NCIS, the original, and Young Sheldon. Streaming: Stranger Things and Alien TV. Yes, I'm odd that way. Castle Rock was cancelled, so.... I love quirky original concepts like 3rd Rock from the Sun, Big Bang Theory, the aforementioned Stranger Things and Alien TV ,etc. This show has it all. It's hilarious, dramatic, thrilling, mysterious, eclectic, thatrical and insane all at the same time. It's a definite rollercoaster ride of emotions. If you didn't bust a rib with the cats ""arrival"" on scene then you are dead inside.

Steve Martin is his usual sardonic self and teaming him with Martin Short's over-the-top theatrics - their sarcastic banter is always entertaining, add to that Selena Gomez's deadpan snarky often dismissive repartee with them is priceless!! They have fantastic chemistry for their 3 very distinct personality types. I'm quite impressed at her ability to hold her own with these two and it was so refreshing to hear a young woman have a lower register voice for once and NOT hearing ""super"" this and that constantly. C'mon people, there are other synonyms for that word. It makes you sound silly and unintelligent.

The storyline kept my attention and I love how they cut to each characters unique perspective in interpreting the clues they have; Short ""auditioning"" the tenants and Selena's visions/delusions. They throw in backstories with flashbacks and ambiguous habits to build the character profiles.

Finally, the supporting cast - masterful casting in my opinion. The tenants are the kookiest group of people you could ever imagine and they all live in the same building!!! Nathan Lane AND Sting as well!! Great!!

I was sad when episode 3 ended, I now have to wait until next week but it's worth it. You never know what will happen scene to scene or for that matter, what may come out of their mouth.

So yes, millennials and Gen Z...Selena was AMAZING!!!! So are the rest."
8.0,31 August 2021,
8.0,31 August 2021,"And then I found this hidden pearl. I've seen the first 3 episodes and I'm liking it. Phases like in Episode 2 ""just say anything to agree"" yeah, my kind of humour. I'm really hoping that they will make the sensible decision and don't stretch it if this does become a success and they see dollar signs, because then we are again in for bad writing, bad plots and 100% bad final episode."
7.0,8 October 2021,"Steve Martin. Martin Short. Nathan Lane. I could watch them all day. Takes you back to a different time, yet the storyline is so relevant. I loved this so much."
10.0,24 August 2023,
7.0,27 October 2021,"This was a phenomenal show! It is so much better than I thought it would be. I started watching this show late. I didn't start watching it till 6 episodes in. I saw commercials for it before it aired, but it didn't peak my interest. Then, weeks later, I am scrolling through Disney+, this show catches my eye, so I decide to start it. (I live in Canada. We don't get Hulu, Disney+ Canada imports some of Hulu's shows to the country). I binged the first six episodes of the show in under 48 hours. I then had to wait for episodes weekly which is normal. Because this show is a murder mystery, I feel making the fans wait a week for each episode built so much more suspense than if all episodes were released on the same day. I loved everything about this show. The acting, the writing, the characters, and the story. Martin Short, Steve Martin, Selena Gomez, and everyone else, and I mean everyone were absolutely perfect in their role. My favorite was Martin Short as Oliver Putnam. The character of Oliver was so quirky and funny, and Martin Short was perfect for him. Oliver wasn't the only perfectly written character. All of the main three, as well as the side characters, and all the suspects were so unique in their own way, especially most of the suspects. They were all funny. It was perfect. Lastly, the writing of the show was perfect. The writers made the perfect murder mystery. The suspects, the leads, the red herrings, all perfect. I also loved the character development of the characters. It was cool to see their backstories.

This show was incredible. Everything about it. I 100% recommend this to anyone. Trust me, you won't regret it. They left us on a massive cliffhanger at the end of season 1, I need to find out what happens next. Can't wait for season 2!"
3.0,8 October 2021,"The show is cleverly done, with comedic brilliance from Steve Martin and a light enough touch for just about everyone. But Selena Gomez is unwatchable ... her intonation is flat as roadkill and her expressions are barely any better. She is so annoying to watch that my wife refuses to watch the last two episodes. It's quite a tribute to Martin, Short, and any others who were involved in the writing that the show is as popular as it is."
10.0,7 July 2022,"Before I start this, I think season 1 is an absolute treasure, 10/10 from me! The plot is great, character relationships feel real and authentic, and just the feel of the show is just captivating!

Okay, lets start off with Amy Schumer. I know her role is giving mixed opinions, and rightly so. The way they presented her in this is not well written at all! I think this was a last minute decision and they didn't have too much time to write her character a good story. Also, her playing herself... doesn't make sense in this show. I get the whole keeping celeb thing intact but come on now, it's just a bit too random.

The next point is Cara Delevingne. She should not be in the show at all! It simply doesn't suit her or the show! She plays a bit of a wacky painter and enters the show through Mabel. Now her character entry is okay... but in general, this seems too fast paced and there is ABSOLUTELY no chemistry between her and Selena! It feels so forced and unnatural, what on Earth is going on. Please tell me these two do not actually get together, it seriously feels empty and cold! Don't get me wrong, both Selena and Cara are good actors but them being in a relationship... yeah unfortunately we need to pull the plug on that, as I said before it was SO forced, rushed, and awkward. I honestly want to know what was going through the writers, producers, and directors' heads when they saw this scene!!

My final point, the plot is fine but after seeing the first three episodes, it's not drawing me in like season 1. When watching season 1 I literally could not wait for the next episode to come out, but season 2... I really hate to say it but the series has lost its magic :(. I told all my friends about this show and didn't ever shut up about it too! Such a shame.

Takeaways:"
8.0,30 July 2022,"I think overall Season one was quite good. Steve Martin and Martin Short, while not a magical duo, worked very well together, especially as each others' straight man. In think we all agree the false leads was overplayed and season one could have been perhaps two episodes shorter.

Season two, in contrast, is just insufferable. The writing is cringe. The humor has changed from subtlety, repartee, and irony to entirely dumbed down sophomoric or physical humor that simply does not work. I dare anyone to show how and where this is a script with any intelligence at all. Where is there anything that would even bemuse a New Yorker. Were are the funny references to well known Manhattan foibles and uniqueness? The only one I saw in the entire season was stolen directly from Woody Allen. And this seasons supporting cast is there for what exactly? Selena Gomez did a yeoman's job considering her struggling with serious illness and being thrown in with the mega talents.. Great comedic star? No. But she did well considering. People should know the original script did not include her character. But Cara Delevingne and Schumer? Please, their inclusion is forced, artificial and they add nothing at all.

The repetitive gushing positive reviews of Season Two here on IMDB are glaring in that they are uniformly not specific. (they also include a lot of repetition, making many possibly shills) What is so enjoyable about it? They don't say. I can only guess it is because they got more of the jokes because it was so dumbed down? And what on earth is with the ticking of every woke box? I can see that if it supports the story, but how does that does that support the story here? It doesn't. It seems like a glaring and forced substitute for quality writing.

Enjoy Season One, skip Season Two.

Season One: 9/10 stars Season Two: 2/10 stars."
10.0,31 August 2021,This is is honestly the best one ever. Old school comedy with a drizzle of thrilling experience in it. Selena Gomez's sarcastic role and the 2 comedy legend's old school humor is just perfect. Three of them remain to be the main character there's no overshadowing each other here and I'm loving it. A MUST WATCH.
10.0,23 October 2021,"I love my share of ""who dunnits ?"" Sometimes I have to take a break though because I start to feel a little unsettled watching too many of them. This one brings the mystery, but is also strangely a little more lighthearted, as weird as that sounds because it is about murder after all. This was unique in the way it has a comedic, satirical spin that completely works. The three leads are unlikely friends but they have great chemistry together. The ending gets a tad silly, but again, it works with this show whereas it may have not in other more serious murder mysteries. A negative factor is the show's episode is less than 40 minutes and you have to wait to watch the next episode until the following week. At times it feels like more ads than substance. However, can't fault the show for that. Glad it was renewed. Hopefully season 2 has a bit more of a shocking twist and the reason for the murder is a little more complex than season 1, but overall, really enjoyed this!"
10.0,1 September 2021,I love the show and can't wait to see the mystery unfold. But as a teenager I think the language is a bit severe. Wish they didn't use those words that much in the show. But other than that I think it's great!
10.0,1 September 2021,Love the cast and especially selna gomez really add some great colors to the show.
6.0,31 August 2021,The acting from everyone is just so natural and the humour isn't forced. Loved it. Selena Gomez proving once again that there's nothing she can't do. Steve Martin and Martin Short showing their powerful dynamic once again but with the added bonus of the Gomez. 100% WOULD RECOMMEND.
10.0,31 August 2021,"This series is simply wonderful! The charisma of the characters and the plot holds you a lot and right in the first episode you're amazed. The series has a really nice mood too. The production is also very good, and not to mention the performance of the actors that is sensational, especially Selena Gomez who showed what she came for. No doubt this series has come to be a major contender for the emmy."
6.0,11 December 2021,"Trying to be goofy with two wild and crazy guys, the show bogs down every time Selena Gomez is in the scene. Decent cameos and the Sting puns rock but I don't expect I'll be checking out season 2."
2.0,31 August 2021,This show is incredible. All the acting and the plot are amazing. Especially Selena Gomez with her return to tv. She embodies character and delivers every line perfectly.
10.0,28 June 2022,"Cannot stand Michael Rapaport in ANYTHING!! He ruins anything he's in. Keep the formula simple. Amy Schumer??...Ugh! Short, Martin, & Gomez are great in this (as they were last season). Short especially. Gomez is the hidden gem on the show. Martin is always incredible in everything he's in."
10.0,21 August 2023,"I only watched season 1 and it was okayish, barely. Thinking back, I don't know why I didn't give up on it faster. It's not particularly funny, nor ground breaking, it's not even even that interesting. Steve Martin and Martin Short are the only redeemable aspect about this, but they can only do so much with what they are given, so they're not great either. I think I'm maybe nostalgic about them since I used to always watch them while growing up.

Now, Selena Gomez.. I don't dislike her or anything in general, but here.. her acting is really, really bad. Is she even trying? She delivers her lines in such a monotone way and she lacks any comedic timing.

If the script wasn't so bad, she would be enough of a reason to not watch this.

It's up to you, but I would pass on this one."
10.0,21 September 2021,Good show but the show is to short for a week to week drop. Hulu should have invested a little more into it. I didn't know I would have fall in love with it.
9.0,24 October 2021,"Writing writing writing The writing is so good and not wasted on characters' back stories, each character serves a purpose.

I hope it continues like this next season."
10.0,21 October 2021,"So good to see Martin & Steve on screen together again, and their chemistry with Selena is great. I loved the whole aesthetic - costumes and set mixed with the scoring and music is fantastic. Great mystery, funny, endearing and clever."
8.0,27 October 2023,"I started to watch the show with the mindset that this would be a light 30 minute episode comedy to shut down your brain in those lazy days, yet I was surprised how engaged and entertaining it turned out to be!

Steve Martin and Martin Short are long time collaborators (and I assume friends as well in their personal lives) so their chemistry is unquestionable, this on its own is a major positive aspect of the show.

Murder mysteries are a Hollywood classic and there's ton of content already on this topic so it's hard to be original in the realm.

With that being said this show actually does that in a refreshing way! The chemistry is, again, the glue of it all, the comedic duo gives the heart and are the major source of comedy, which on most cases is well timed so we have plenty of funny moments.

While being a light hearted kind of show, the murder plots are actually interesting and well designed, of course some folks are obviously not guilty and depending on which episode you are it might become more clear who de culprit is, yet the moments leading to the inevitable revelations are great and most of all they make sense which is something not all murder mysteries get right.

I did enjoy all seasons including the third, while it becomes more far fetched as more seasons are made (season 1 and 2 murders are more plausible while the third could arguably be debated as stretched) I still felt that the plot was interesting, the actors involved did an amazing job, they really went for an all start guest list of actors!

It's a well written story with great depictions and it maintains that balance of being a TV show about murders while at the same time it feels like a cozy light hearted family comedy.

I do struggle a bit with Selena Gomez performance, I've seen her in other movies and I don't think that she is a bad performer but her delivery on this character feels off and distant, you get used to it at some point but I don't know why she seems to struggle to deliver intensity or charisma to the character, although her chemistry with Steve and Martin is great!"
6.0,6 September 2021,I 100% recommended. Yes its only 3 episodes in but its so good and I'm so happy to see Selena Gomez in acting. Its a Disney plus original everywhere and HUlU in US so watch it.
9.0,31 August 2021,"This is definitely a series worth watching, 3 episodes in and I am hooked! Only Murders in the Building not only has a star-studded cast, but a hilarity in its dark material that makes the series totally binge-able and entertaining. If I could compare it to another show it would be Search Party. I can honestly say I can't wait to see how this ends.

The only problem I have with this series is that it was not released in full in one day, I hate waiting around to watch it on a weekly basis like its 2004.

Update: 12/24/2021

I rewatched the series and would have to say that although the first time around this show was exhilarating to view, the second time did not hit as hard. I LOVE the show, I think it was fantastically produced, the sets are gorgeous, the dialogue is funny, the characters are well written. However, I would agree with most of the reviews this time around that the twists were predictable and could be seen from a mile away. Nonetheless, the series is still one of the best to have come out in a while, it was quirky done right. Definitely going to watch it again soon!"
7.0,5 September 2021,Great story and the men are great. When Selena Gomez opens her mouth Im taken out of the story she is really on the surface and sounds like Kermit the frog. Is that her usual voice? Soo weird.
2.0,1 October 2021,"Steve Martin and Martin Short are great as always, and Selena Gomez does a good job of keeping up with them; better than I expected, She is not as bad as a lot of these reviews make her out to be. Overall it is a very enjoyable show, a little different than most of the garbage on TV today. (For instance, let's make yet another NCIS with a bunch of unlikable people doing the same old tired things in a new place. But I digress...) I love Nathan Lane in anything, and all of the actors do a good job. I am looking forward to more twists and turns before the final reveal. My one criticism is Episode 7, the silent episode. I get it, very artsy, fartsy, or maybe just an attempt to show what it is like to be deaf. Whatever the reason, just because you can do something does not mean you should. I do not stare at my TV when watching it without ever looking away, so this was very difficult to watch. Also, I missed the texts and some stuff because it was too small and I could not see it. Needless to say, I feel frustrated because I missed a lot and I do not want to watch it again; once was torture enough. So please do not use that particular method of filming again."
10.0,8 October 2022,"I really liked season 1. It was great. There were signs of things to come with all the emphasis on how wonderful in every way Mabel is. Eye rolling in the extreme. It's intersectional feminism. She's called ""amazing"" so often, it's ridiculous. That aside, the writing was solid and engaging and the irritations I felt could be compartmentalised and didn't ruin the overall enjoyment of the mystery. If Steve Martin wasn't in it, however, I would probably not watch.

The intersectional post modern writing is very sadly turned up to 11 in season 2. What on Earth is Amy Schumer doing in this? Or Cara Delevingne? The quality of the writing took a dive. I don't think they had a plan for season 2. Well, if they did, they have done a very poor job with execution. One good season will have to do..."
10.0,23 August 2023,"First to seasons were excellent. This Third season is so lost, convoluted. The show lost its direction. It's seems to me they are turning the series into a show about the creation of a broadway play and lost the most important and compelling point of the what this was originally about MURDER and how this eclectic threesome were able to solve the crimes with the added bonus of a pod cast I believe for some reason the show has gone off the rails, it has lost the uniqueness that made this a really good series. I truly hope the show can get back on track but for some reason it has gone down a rabbit hole and it seems to be losing its original charm."
