Rating,Review_Date,Review
1.0,23 August 2015,"When it comes to movies based on popular videogames, a majority of them intend to fail and get the fanboys of the game source to rave and rant on what's wrong with it and question why it was made. In this scenario, Hit-man: Agent 47 does stand somewhere near there, but it does improve on its 2nd attempt to bring the 'silent assassin' on screen in the best way possible.

The film follows an assassin known only as Agent 47 (played by a great and bald Rupert Friend) who seems to team up with a woman named Hanna (Hannah Ware) to help her find her father and uncover the mysteries of her ancestry. Together, they aim to take down the leader of Syndicate International, a terrorist group who is aiming to discover and create more deadly hit-man that process Hannah's unique ability and are more deadly than the assassin himself.

What makes Agent 47 so redeemable is the fact that it tries to improve on its plot and following the game source material than what the 2007 adaptation did (not to mention that the casting of Timothy Olyphant is mixed for me), it may not have done its 100% faithfulness to be label how game-to-movies are made but it's better than what most people say. The plot itself stays simple and is a no brainer to follow what's happening, but I did feel that the movie itself ran smoothly and kept pace in strong hold but the 96 minute running time is still considered short for my tastes (hopefully in future there will be an extended cut of the film that could help bring the film longer).

The casting range here may or may not seem recognisable but the cast do put on their best performance roles, Rupert Friend (from TV's Homeland) suits better as Agent 47 than what Olyphant's take did. Agent 47 is pretty much an emotionless, ruthless and yet cunning like in the game and Friend sticks close to that with good results. Ware makes a good impression as the female lead, playing a character that is searching for not only her past but embracing the future ahead as she learns more about her 'unique' side. Zachary Quninto plays a decent role as well though other reviewers say that his role was wasted, I won't give away too much but he does give his best on-screen role that's not a waste.

Pros: + Better plot than the previous film + Great performances from Friend, Ware and Quinto + Fun and well-set action pieces that are structured much well better than the first film

Cons: - Short running time, I would have loved to seen the film go longer and see itself expand into something unique- CGI may be clearly noticeable in some of the action set pieces

OVERALL: Hit-man: Agent 47 is a better but not yet best game to movie adaptation to surface in years, Arming itself with a great choice of casting, direction, plot and action, the film is a worthy watch on a lazy afternoon and it's a 'leave the brain at the door' so you can't take it to be full-on serious."
7.0,12 November 2015,"I'm very much a fan of the Hit-man games and was (again) shocked by the sheer ignorance in this film. Obvious mistakes and plot holes were apparent from the first minute; things like reloading guns only when it looks cool, guards with their backs to the elevator, contradictions in speech. Lack of a credibility of the entire storyline can be forgiven, since it's still a dystopian video game and don't we all love a dame in distress. The disrespect director Bach shows in ignoring the very nature of the games (stealth) and treating the audience as idiots is culpable. Most of the shots seem to have been made just to look good. CGI was not too good but unlike the rest of the film, functional."
7.0,8 January 2016,"Hit-man is about a bio-engineered hit-man who... what? Look. There are problems with the film's storyline. In the beginning, it bears too much resemblance to a video game where there is literally a tutorial mission (sorry, I mean ""scene"").

Then the film commits what I view as the cardinal sin of having supposedly intelligent bad guys do stupid things, although they do try to justify it with ""duh arrogance"".

However, the action in this movie is fantastic, and ultimately that is the context this movie should be viewed in. Within the context of bioengineered killers, I am absolutely delighted with the precise (though obviously choreographed) shooting where superhuman shooters dispatch of their enemies cleanly, never missing their shot - which is what I EXPECT to happen if you're telling me some guy is a highly trained magical cyborg unicorn enhanced murderer.

Given that the film is based on a video game, the action happening is consistent with the rules of the universe - no bullet feels unaccounted for by the film-makers.

Where the film really falls short is its discussion of ethics. Bioengineering killers for profit is wrong, obviously, because both greed and murder are wrong. However, while the film manages to depict engineered superhuman abilities as being sometimes worthwhile to have, the dialogue never once considers the possibility that enhancing ordinary people may not be such a bad idea.

Oh yeah, also, ******* Audi product placements. Still overall if you like it when a supposedly perfect killer actually performs perfectly, this is the film to see."
1.0,30 August 2015,"I entered the cinema with low expectations. The movie started off slow, and the middle of the movie was a bit confusing for me, but as long you manage to keep on to the story, you will enjoy it. This is indeed a good reboot, and it really has no sense to give this movie a rating of 5.9, while some movies who definitively don't deserve it's ratings get rated much higher than this. There are some clichés about technology, type of ""Press to hack"" stuff, but it's not the only one, is it? The ending won't be understandable for some people if they don't know something about the series already. Bottom line, you shouldn't come to the cinema not knowing anything about the series, you should at least know some basics to understand the movie totally."
7.0,22 August 2015,"I have been a fan of the Hit-man games for a long time, and this movie is absolutely awful.

The actor who played Agent 47 is terrible. The story is awful. The character of Agent 47 was the complete opposite of the character in the games.

In the games, Agent 47 is methodical, stealthy and calculated. In this movie, the character throws all of that out the window and turns the movie into a typical shoot 'em up. So much terribleness. The first Hit-man movie is much better.

This movie is so bad that all comments on the Facebook page are positive, only because all negative comments get quickly deleted. Some people have even had the audacity to say that this movie stays true to the games. Other than the title and Agent 47's suit, nothing. Terrible! Save your money."
1.0,15 September 2015,
7.0,2 November 2015,"So agent 47 the great, the fantastic the unhuman , what the hell is this, i had the impression of watching a movie about metal gear solid, agent 47 is silent, classy, a ninja et doesn't draw attention, in that movie you see him has a beast, gun blazing shooting people not giving a ... there's somehow a guy made out of metal god what a shame. i wasn't expecting a great movie either i'm not even surprised i was bored after an hour watching that fake hit-man, plenty of car chase and shooting, are we ever gonna get a great movie game EVER ?? please don't watch it, there plenty of good movie that one isn't, i'm not giving more than one the action scene almost made me puke with the shaky camera , it doesn't represent hit-man at all."
5.0,23 October 2015,
8.0,21 August 2015,
7.0,24 August 2015,"The video game based plot comes to the big screen for the second time in a reboot, the first one that came out in 2007, which was okay. I'll admit I never played the game.

The plot seems nearly similar to Wanted(2008), action scenes are pretty well done, the film is shot in a film noir like style. Rupert Friend plays Hit-man Agent 47 as basically a human terminator, he does play it well I must say. Everybody else plays there parts pretty well. There are some surprises in some corners. But the film itself is enjoyable for it's action and nothing more. In a film like this you have to suspend a little dis believe, I never take it seriously, I liked it better then the last Hit-man movie."
4.0,17 September 2015,
6.0,22 November 2015,"5.8/10 from 28,215 users, I know it will be bad but I cannot help it I have to watch it~! I have grew up with the love for the original game. Unfortunately, some people like to take advantage of the fame of good games, and make bad films, pulling many original fans into a pitfall. I feel like a moth flying towards a fire will I get burnt?

6 minutes – terrible not even one game had such ridiculous action going on + 47 doesn't even remotely look like the original

8 minutes – another scene looks like a copy of John Wick (2014) but it is much more cringe-worthy

15 minutes – WTF is this s*** Aleksander Bach should be banned from the film industry the guy has no clue

51 minutes – I have decided to watch this film despite of the negative ratings, in hope that I can say something good for a change but I really cannot. It feels like a mixture of Terminator/Resident Evil/Matrix films, but only when you take everything what is bad from them

1h 10minutes – the main character is quite likable, even when he doesn't have much in common with 47

If I would rate it solely, on how truthfully they have presented agent 47 from the games, the rating would be -4 /10 Terrible from the beginning to the very end, avoid like a poo.

tgchan's rating: 4 /10"
7.0,22 August 2015,"Went to this not knowing anything about the video game, previous films, etc.

It was pretty decent. Nothing earth shattering or monumental, but competently done and a pretty decent action movie overall.

I gave it 6 out of 10 as I felt it was slightly above average.

There were a few scenes where the actors didn't quite maintain their characters, but the directing / editing covered it up pretty well.

Pretty good action sequences and special effects. It is quite bloody and graphic with a lot of killing, so if that sort of thing bothers, then you might want to think twice.

The plot and character development are average, but at least this film does have a plot and does attempt character development which is more than I can say for most films these days so . . .

Overall, decent."
4.0,4 September 2015,"I am a huge fan of the Hit-man video games and have been playing the games for several years. I could resist but to give this movie a shot because I simply love the Hit-man franchise and will support anything they put out there. The positives - this movie hit the nail on the head perfectly in some areas. Hit-man really looked like ""hitman"" at times. The lead actor I found to be a fine choice for agent 47 and had that kind of creepy look to him like in the games. And the moves, costume changes, props (including the silverballers and fiber wire) were well demonstrated. Some parts of the movie very accurately portrayed the behavior and attitude of Agent 47 based off his video game persona. I also have to say that in general, the movie was also well directed/produced with no major flaws and it fell like a well- budgeted film.

The negatives - first, the action sequences were a bit over the top. Being a fan of the video games, Hit-man was always a stealthy assassin. But this movie turned him into some gun-and-gun super soldier at times. Some parts of the film they did so right but then others they got a bit carried away with. There were definitely one too many car chase scenes (with some obvious Audi product placement...). If my memory serves me correct, not one time did you ever drive a car in the Hit-man games. Hit-man was always a character that went for his contract, kill who needed to be killed, and leave with a clean job. This movie is polar opposite of that. Besides the action, the story, although passable, felt very generic. Final verdict - I would say this movie is average at best, a 7/10. Part of my wants to like it more, but I felt like I wanted more out of this film. Also, I have to say if you are NOT a fan of the video games, well, I can't see you liking this movie too much, not compared to more superior films of it's style. With that being said, I did enjoy it and I would love to see a sequel made. I think if they continue the story things could get more interesting and better developed with this reboot."
7.0,23 December 2015,"Although it ain't saying much but the 2007 version is better than this one. And it's not only because you get to see Olga Kurylenko topless either. It seemed like they actually put some effort into the 2007 version of ""Hitman"" the movie. This one just seemed like a cheap attempt. Just about every potential in this movie is wasted, such as Zachary Quinto. The whole thing suffers from Paul W. S. Anderson's direction when it comes to video game to movie form. Except it doesn't stray that far from the source material. Audiences that doesn't know about ""Hitman"" video games will find this movie odd for negative reasons. And the gamers that know about this video game franchise will be left disappointed. Because the actor that plays Agent 47 does not resemble 47 besides the shaved head. And the way Agent 47 does things in the video game is very very different. Kind of like how Paul W. S. Anderson took a survival horror game into a straight up kung-fu action movie with bullet time and people pulling off ""The Matrix"" maneuvers. Watching this was like watching a crappy version of ""The Terminator"". On a positive note, maybe it's because this movie is just 1 hour and 30 minutes but the characters weren't really annoying but they are still easily forgettable. The hand to hand fight choreography was choppy but alright as well. However I was just checking my watch throughout this whole mess of a film, even though I try to give it a shot and see the positive aspects of it. I have just seen way way better action movies over this one. The whole premise and direction is lame and for a movie that actually made it to theaters, the CGI in this is really bad. Especially for a movie that made it to theaters in 2015. It's not really worth a rental, but it wouldn't be a awful rental.

4/10"
5.0,4 September 2015,"Way better than the first movie! by a long shot! a lot like Sherlock on BBC one with his mind been like a map. This is a strong fight back from the first one a few years ago, this shows what a Hit-man will be like and this movie makes its mark as a good one! it is also based on one of the games but upgraded and have a funny twist to the end, with the ending to the movie kind of putting it to a cliff hanger in a way where they can continue it or just leave it. easy way out if bad, or easy way back in if a hit! which i think a hit! If they make another movie they have an easy plot line from the end of Hit-man: agent 47 and his ****ter."
7.0,20 August 2015,"Hit-man: Agent 47 teems with spectacularly choreographed action scenes, so real looking you would think you are actually watching a real video game, like the one the film's based upon. But you can't expect more than that. Outside the territory of its gore explosiveness and visual intensity, stretches bare ground of pure dumbness, of pointless narrative entanglements, that is more often bereft of sense and tension, you probably wouldn't care to follow. It's ironic, really, when the film itself suits itself as a complex one, but barely constructs a coherent storyline to make us drawn and interested. It's an effort to lay groundworks for supposedly incoming conflicts and answers, but the thinly-structured backstories, more often than not, mess up during the process.

The narrative is complex. That's probably what first time director, Alexandre Bach, and his team of writers, want to claim. That's one easy thing to justify when you've stuffed your storyline with bunch of needless, if not poorly-structured expositories, but looking at it as a whole, it's basically just about a genetically-engineered assassin trying to stop a malevolent organization from making more killing machines like him. This involves going after a girl named Katia (Hannah Ware), who is actually the daughter of our hero's creator. In pursuit of her, is Agent 47(Rupert Friend), the last and perfect, of his kind, and John Smith (Zachary Quinto) of the international criminal organization, Syndicate International (nope, not the one we heard in Tom Cruise's Mission Impossible). Katia, herself, has been trying to locate her father, and that's exactly the information the 'Syndicate' hopes to get from her, so they could resume creating more of Agent 47's kind, a dream only Katia's father could help them fulfill.

Once the adrenaline picks up, deadly cat and mouse chases follow, and explosive breath-takingly executed fight setpieces roll out like dominoes, as if nothing can't stop them.'Hit-man' works fine with this set up, and those who only look for action of such seismic scale, should get satisfied, but for a film that actually seems to aim achievements far beyond just perfectly-choreographed violence and visually explosive setpieces, this film is a misfire."
3.0,13 September 2015,"This was a good movie and lived up to the hype and the Hit-man gameplay. Was a really good standoffish film and a good remake with a true to life Hit-man in a young actor who plays a controversial video game hero with a lot of grace. The film dies out in the end- but is saved by good action sequences that relate well to the video game. For someone who has not played the game, I still enjoyed the movie and am compelled to start playing the game- although it is a departure from the typical video game that does not promote such violence or gore. While the film delivers a real life-like Hit-man, it falls short in some places- or glamorizes a world that is too implausible for its own sake."
8.0,24 October 2015,"Hit-man: Agent 47 is an exercise in style over substance. Its reminiscent of a long running commercial with lots of highly stylized elements, glitzy cars, flashy guns, designer clothes. Indeed, even the bad guys headquarters looks like it was decorated by the sort of people who might outfit an Apple store.

The sad fact, however, is this is ""almost"" all that's on offer here. Lots of mind rotting eye candy and some predictable, formulaic action sequences. To be fair, some of the action is well executed but its not enough on its own to carry this film. The storyline is too simplistic and shallow and the characters of the one dimensional, cardboard variety.

My advice, if you like flashy commercials for, say, exotic cars, phones, computers, watches and other unnecessarily expensive consumables watch them instead. At least they are free (unless, of course, you succumb to the advertisers marketing ploys). Three out of ten from me."
6.0,21 August 2015,
5.0,18 June 2016,
6.0,22 August 2015,"Those who know the game series will miss the real Hit-man in this movie. Hit-man in the games is someone who assassinates, make kills look like accidents and who searches secret paths to get himself a benefit.

The movie however is just another action movie with a not so interesting story. The movie features lots of gun action, but nothing special we have not seen in other movies before.

There are a few fun scenes when shot enemies fall from catwalks but the most spectacular parts are already given away by the trailer.

The story is put into the background a lot and the actual enemy of Hit-man and Katia seems to be playing a guest role and is not a just worthy antagonist.

All in all this is a nice action movie that lacks story and tension."
7.0,21 August 2015,
4.0,23 September 2015,"Hit-man is a grown man born and paid to kill anyone without a trace crime scene

some parts of the film seem commercials movie as part of garage scape

I did not like to see this actor the perfect actor for this movie style would be jonathan statham would make a perfect player agent 47 but the character's movements are well achieved.

in general this is not good! It has a lot to evolve even further ..is a film to see once does not wish to see again. In my opinion this movie has not overcome the first, if they not know to make movies make seasons based on the game at least would have more success!"
7.0,18 August 2015,"Hit-man games has been inspired and entertained me so many times. In this sneaking franchise, there are many, many possibilities to do superior thriller moments.

The first Hit-man-movie (2007) was big disappointment. The new... is also.

Every character are flat, action is boring and all the greatest and coolest stunts are made in computer! Why? God, why? CGI is cool when done right, but in these car accidents and jump stunts there are no reason to be rendered 3D-graphics. It should done real, like in 1990's.

There is something good though – the blood looks good and Hannah Ware has nice boobies."
1.0,5 September 2015,
7.0,31 August 2015,"I won't bore you with everything that went wrong with this film, but if you liked the 2007 Hit-man you probably won't like this.

Firstly, the casting for Agent 47 was terrible. In the games, he has a big physical presence and stealthy approach to his kills. In the film, we got a skinny dude in a Topman suit who is about as stealthy as a pregnant nun. The actor looks more like a 'Paul from accounting' than an assassin. I can't decide whether he was unconvincing as Agent 47 because of his look, or because of poor acting — I suspect both.

The action scenes/fights feel boring and generic. The whole point of the Hit-man games was to use your brain to kill without alerting everyone in the building. An all out shoot-it-out is entertaining on occasion, but not when every fight scene involves 0 stealth. I could have looked past this inconsistency if the fight scenes had been vaguely interesting or well done, but alas 95% of them were 'agent 47 spots enemy, shoots in head with pistol, then moves on'.

And just when the film was about to bore me to sleep, they'd slip in a raunchy scene with our damsel in distress which just about kept me from leaving.

Don't waste your money on this film, it feels low budget and has poor acting/action scenes from the get go."
1.0,25 August 2015,
10.0,23 October 2019,"Changi Airport must have the worst security system in the world ! To be able to smuggle guns and knives seems to be dead easy .. No one had a meal, or ran out of weapons or ammunition throughout this joke of a film. Passports and visas ? Nah, no need ... the director takes care of that. The father, at long last was a damp squid with a strange East German accent ! I fell asleep before the end knowing I wasn't going to miss ANYTHING ... Oh, and in case you didn't know, it seems that all the cars in Singapore are left-hand drive !"
7.0,25 August 2015,"I'll be honest, I didn't go into this movie expecting much. I'm not a big fan of the Hit-man franchise because I've always been a story-orientated player and the idea of playing a seemingly static character like 47 never appealed to me. Since seeing this movie, I've done some research and found out my initial opinion of the franchise was wrong and I should probably give the games a chance.

Rupert Friend does an excellent job as Agent 47, capturing a man who is stoic and seemingly emotionless but also a liar. One of the cool elements of the movie is you can never tell if 47 is genuinely opening up to Katia (Hannah Price) about his feelings or whether he's just trying to manipulate her. Given he's contrasted, directly, against John Smith (Zachary Quinto) who does the exact same thing, it leaves the viewer with an interesting conundrum as to whether anything they're seeing from them is true. This is a cunning and cerebral 47 who knows exactly what he needs to do in order to get his target.

The action scenes are, of course, the only reason anyone should go see this movie and they don't disappoint. They're silly, awesome, fun, and bloody. Agent 47 can do the John Woo guns akimbo thing with the best of them but he's also capable of taking down people with piano wire or shoving them into plane engines. None of them make a damn bit of sense in the real world but, honestly, who cares? This isn't the real world. This is the world where the Syndicate and ICA are dueling over a cloning project's future despite having cyborg super-soldiers at their beck and call.

I'm not a believer that big, dumb action movies are automatically forgiven for being dumb. Captain America: The Winter Soldier is a big, intelligent action movie for instance. However, I do think Hit-man is a big, silly action movie, which is something else entirely. It also benefits from a re-watch, yes I saw it twice, because 47's motivations are consistent throughout the movie but hidden from the viewer. I would very much be willing to watch another installment of this franchise with the same cast and hope it does well at the box office."
1.0,1 September 2015,"This is a B grade movie masquerading as an A grade film. Yet it doesn't make it a terrible film. The action is great and we would expect nothing less from the guys that did John Wick. Rupert Friend is convincing in playing Agent 47 but the role is not challenging and could be played by most actors in Hollywood today. He didn't take the opportunity to really own the role. Zachary Quinto was disappointing in this film, people expect better from him but instead get the standard assassin like character you see in all movies of this genre. The storyline is standard for an action film, It has enough of a story to keep people interested but no real surprises in what's going to happen next. In short it is a good action movie if you just want to sit down relax and watch some violence."
6.0,28 November 2015,"This is the second installment of a hit-man movie. I guess we all hoped for something better this time, despite the trailers obviously showed the casting agency worked even worse this time.

Once again we got fed with a simple, boring, pointless action movie. This might have been good enough for 3 points out of ten. Considering the franchise and all the story and character development that was done over the years, its a complete disappointment.

Makes you wonder why they buy the rights to the franchise and make a movie. It should at least please the fan base, instead its a worthless piece of trash to anyone.

But to be less of a fan-boy, even in its prime scenes its hardly mediocre. the storyline is pure bull and the actors can't be considered acting. All bad, Uwe Boll bad, maybe even worse."
7.0,19 August 2015,
5.0,30 October 2015,"Truly entertaining piece of movie filled with great performances and great directory. The action scenes felt refreshing and simply unique. The overall pacing was perfect, which is hard to find in modern action flicks. The storyline while not too elaborate, felt satisfying and complete. No redundant dramatic moments were present, and the ones who had, had their place. Even if it didn't show the true essence of the agent presented it its eponymous gaming franchise, it is only because it didn't intend to. An adaptation is what it is; an adaptation. I.e. The director has all the right to present his own vision of the character and the plot. Really cannot grasp the concept of overlooking and degrading a movie due to some external aspect rather than its true core. Tl:Dr don't listen to a mob of sad 15 year-olds and watch the movie."
7.0,21 August 2015,"Like drinking Kool Aid without sugar.

The only thing I knew about Hit-man: Agent 47 is that it's based on the video game which I have played a few times, is the squeal to a movie so bad, I've only seen once and what the trailer showed me which was everything.

If you see the trailer than you know everything about the movie. The entire plot and all the twist and turns are actually in the trailer which makes no sense.

That should not bother me that much after all it's an action movie. You can forgive the trailer telling the whole story of the movie if the action was tight.

It was not. It was like Agent 47 was trying to shoot me from a foot away while I was standing still, and missed every time. Well, to be fair, not every time. Agent 47 had one or two ""oh snap"" moments, but considering the movie was littered with what was suppose to be super cool stylish action sequences, one or two is not gonna cut it.

Zachary Quito was pretty cool in this movie. Makes me feel bad that this is all he could get after Star Trek. Although I have to say I've seen him do better battle scenes as Mr. Spock than I've seen with this movie.

So, Agent 47 could have been a more Sci-fi driven, superhero influenced Taken, but it's not worthy to lick Liam Neeson boots

Catch it on Netflix if there is nothing else to watch."
4.0,25 October 2015,
7.0,14 June 2017,"Hello

This is my first review and i have no idea how it will be.

Re-watching the movie again,both actually,got me thinking that in the first part,Agent 47 was so bad a** and tough looking guy compared to the new one. That is actually why i gave 10 stars to the first and only 4 to the sequel.

Now can someone tell/explain me why they changed the actor of Agent 47 ?

Thanks Cheers"
1.0,13 September 2015,
8.0,29 January 2021,"On the bright side, the 2007 film with Timothy Oliphant no longer seems as bad. There's nothing like being kicked in the nuts to make your stubbed toe seem like nothing in comparison."
6.0,27 August 2015,"An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry. ...no, really, that's it. Well, there are twists, and it doesn't do everything you think it might. But much like the IOI games, this has little plot, focusing instead on extensive backstory. And at least it isn't the overly complicated mess of the '07 film, which this handily beats in all respects, keeping a few elements from it.

This has a surprising amount of character moments. Interactions and when they're alone. 47(Friend, detached from what he does feel, in control of the situation and not shy about it. He pulls off the baldness without it looking chemo and his face is ""plain"", not Hollywood, so he could disappear into a crowd. Or could, if he had hair), is entirely by himself. By necessity. And desire? Katia(Ware, keeping her distance, owning her anxiety and using what it to comes from to her advantage) may have been abandoned, and is driven to find out why, yet is a strong, independent woman. They compliment each other, rather than her being towed along. The others, I shouldn't give away. The genetic tampering allows bringing up the old determinism vs. free will debate, and the ethics of the practice itself. Is this too dumb to take those on? Otherwise, yes. And it owns it.

The action is elegant, choreographed, often OTT and ridiculous. A stronger, faster and smarter human, trained from childhood to kill, creatively taking on dozens of literally faceless goons? That is exactly the direction to go with it! She has incredible memory, instincts, intuition and senses. He's in his red tie, black suit, white shirt, and uses his R93 Blaser sniper, his dual silver .45s, his knives, melee and tactics. And it is glorious. The first third of this feels like The Terminator, with our titular hero as the T800! This is stylish, slick and badass.

There is a ton of bloody, violent and disturbing content, a little gore and strong language. I recommend this to anyone who wants to turn their brain off, and I mean, fully off, and enjoy themselves. Fan or not of the decade and a half old franchise? You'll grin through it either way. Doesn't matter whether you know the material, or not even like it. 8/10"
1.0,31 August 2015,"I watched ""Hitman Agent 47"" last night as I was very very excited to watch this after I watched ""Hitman (2007)"" and it's trailer so I decided to download this and to watch this and I did that...

But I found some disappointing in this film it was not good as it's predecessor was though it concentrated on more action than that but still it cannot cross the original...

I found some good thing also as the film's length was only 90 minutes so it was OK and theu adjusted action some how so it was good as they were not wasting time on silly scenes and all....

Action was good no doubt but the thrill ness which the first one delivered this hasn't so I gave 6/10 to this... but it is not bad....it's above average.."
6.0,1 November 2019,"To whoever played the game, this movie was a total garbage: -the actor does not like 47 at all
where the F is the stealth elements
sh**** story plot, more like a failed john wick wannabe
i got a nausea watching the million cuts in the fight


i sugggest do not watch this piece of trash, especially to the fans"
6.0,5 September 2015,"I Went to see this movie expecting it not to be good but also not to be as bad and most of people that I talked to review it to me. I've played the 2 last games of Hit-man sequel and can't find almost anything to relate the movie to the games and that was a one of the negative parts of the movie.

I missed silent kills thru all the movie but if this movie was a complete separated movie from the name ""Hit-man"" it would turn out to be a great movie with great action (could had more). In conclusion it is a bad movie about the game sequel itself and a good movie for those who are not Hit-man fans."
1.0,26 August 2015,
6.0,1 January 2016,"As with the first 'Hitman' movie, this one falls into the same trap. It's all over the top, constant action. Now, that's all well and good if you're into that sort of thing, but anyone going into these movies as fans of the games, prepare to be extremely disappointed. The entire point of the series of games was to remain unseen, only engage people when necessary, get in, eliminate the target, and get out again with minimal fuss. This (and the first) movie are the exact opposite. Obviously a ploy by the makers to cash in on the name and make a cheap buck off of fans of the games. Don't even get me started on the awful casting and the fact they couldn't even make 47 look completely bald, rather than just the shaved head look...

It's another 'Resident Evil' situation, for me. Instead of the taut, tense horror/thriller, we got CGI, over the top nonsense with zombies thrown in. They acquire the rights to these titles and make the worst possible movie versions.

Fassbender is up next in Assassin's Creed, at least he already brings some credibility to it, I hope they stay true to the source material, by God they need to."
